datetime,observer,polyid,surveyed,waypoint,nonpup_count,pup_count,water_count,adult_total,pup_total,air_temp,wind_speed,wind_direction,sky_condition,precip
2010-07-09 14:27:00,Withrow/Burns/Askaok,JF19,1,JF19A,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-07-09 14:27:00,Withrow/Burns/Askaok,JF18,0,JF18A,NA,NA,,,,50s,16-25,NA,Overcast,No Precip
2010-07-09 14:27:00,Withrow/Burns/Askaok,JF16,0,JF16M,NA,NA,,,,50s,16-25,NA,Overcast,No Precip
2010-07-09 14:27:00,Withrow/Burns/Askaok,Other,0,Other,NA,NA,,142,63,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF15,1,JF15A,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF15,1,JF15B,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF15,1,JF15C,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16H,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16J,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16K,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16L,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16CD,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16EF,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16G,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,1,JF16A,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF19,1,JF19BD,30,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF19,1,JF19A,0,0,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF18,0,JF18A,NA,NA,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,JF16,0,JF16M,NA,NA,,,,50s,16-25,NA,Overcast,No Precip
2010-05-28 15:04:00,Withrow/Askoak,Other,0,Other,NA,NA,,30,0,50s,16-25,NA,Overcast,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF15,1,JF15A,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF15,1,JF15B,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF15,1,JF15C,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16H,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16J,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16K,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16L,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16CD,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16EF,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16G,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,1,JF16A,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF19,1,JF19BD,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF19,1,JF19A,0,0,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF18,0,JF18A,NA,NA,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,JF16,0,JF16M,NA,NA,,,,<40s,5-15,NA,Clear,No Precip
2010-04-03 14:02:00,Withrow/Burns,Other,1,Other,11,0,,11,0,<40s,5-15,NA,Clear,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF15,1,JF15A,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF15,1,JF15B,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF15,1,JF15C,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16H,1,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16J,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16K,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16L,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16CD,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16EF,147,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16G,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,1,JF16A,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF19,1,JF19BD,80,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF19,1,JF19A,0,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF18,0,JF18A,NA,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,JF16,0,JF16M,NA,NA,,,,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-22 13:59:00,Withrow/Yano,Other,0,Other,NA,NA,,228,0,50s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF15,1,JF15A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF15,1,JF15B,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF15,1,JF15C,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16H,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16J,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16K,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16L,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16CD,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16EF,100,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF19,1,JF19BD,80,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 16:38:00,Withrow/Yano/Gomez,Other,0,Other,NA,NA,,180,0,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF15,1,JF15A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF15,1,JF15B,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF15,1,JF15C,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16H,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16J,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16K,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16L,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16CD,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16EF,61,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF19,1,JF19BD,54,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-20 14:34:00,Withrow/Yano/Gomez,Other,0,Other,NA,NA,,115,0,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF15,1,JF15A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF15,1,JF15B,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF15,1,JF15C,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16H,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16J,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16K,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16L,31,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16CD,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16EF,63,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF19,1,JF19BD,37,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Partly Cloudy,No Precip
2009-08-15 16:51:00,Withrow/Yano,Other,0,Other,NA,NA,,131,0,40s,5-15,NA,Partly Cloudy,No Precip
2009-06-14 15:16:00,Withrow,JF15,1,JF15A,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF15,1,JF15B,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF15,1,JF15C,27,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16H,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16J,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16K,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16L,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16CD,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16EF,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16G,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,1,JF16A,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF19,1,JF19BD,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF19,1,JF19A,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF18,0,JF18A,NA,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,JF16,0,JF16M,NA,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 15:16:00,Withrow,Other,0,Other,NA,NA,,27,0,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF15,1,JF15A,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF15,1,JF15B,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF15,1,JF15C,21,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16H,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16J,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16K,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16L,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16CD,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16EF,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16G,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,1,JF16A,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF19,1,JF19BD,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF19,1,JF19A,0,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF18,0,JF18A,NA,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,JF16,0,JF16M,NA,NA,,,,50s,<5,NA,Overcast,No Precip
2009-06-14 14:25:00,Withrow,Other,0,Other,NA,NA,,21,0,50s,<5,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF15,1,JF15A,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF15,0,JF15B,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF15,0,JF15C,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,1,JF16H,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,0,JF16J,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,0,JF16K,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,0,JF16L,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,1,JF16CD,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,1,JF16EF,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF19,1,JF19BD,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Overcast,No Precip
2009-05-09 15:23:00,Withrow,Other,0,Other,NA,NA,,0,0,40s,5-15,NA,Overcast,No Precip
2008-08-20 11:44:00,Withrow,JF15,1,JF15A,0,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF15,0,JF15B,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF15,0,JF15C,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,1,JF16H,0,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,0,JF16J,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,0,JF16K,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,0,JF16L,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,1,JF16CD,0,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,1,JF16EF,174,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,1,JF16G,0,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,1,JF16A,0,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF19,1,JF19BD,42,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF19,1,JF19A,0,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF18,0,JF18A,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,JF16,0,JF16M,NA,NA,,,,40s,16-25,NA,Fog,No Precip
2008-08-20 11:44:00,Withrow,Other,0,Other,NA,NA,,216,0,40s,16-25,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF15,1,JF15A,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF15,0,JF15B,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF15,0,JF15C,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,1,JF16H,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,0,JF16J,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,0,JF16K,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,0,JF16L,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,1,JF16CD,17,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,1,JF16EF,154,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF19,1,JF19BD,61,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-15 10:14:00,Withrow,Other,0,Other,NA,NA,,232,0,40s,5-15,NA,Fog,No Precip
2008-08-03 16:15:00,London,JF15,1,JF15A,0,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF15,0,JF15B,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF15,0,JF15C,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,1,JF16H,17,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,0,JF16J,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,0,JF16K,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,0,JF16L,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,1,JF16CD,6,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,1,JF16EF,1,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,1,JF16G,0,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,1,JF16A,0,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF19,1,JF19BD,0,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF19,1,JF19A,0,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF18,0,JF18A,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,JF16,0,JF16M,NA,NA,,,,50s,<5,NA,Clear,No Precip
2008-08-03 16:15:00,London,Other,0,Other,NA,NA,,24,0,50s,<5,NA,Clear,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF15,1,JF15A,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF15,0,JF15B,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF15,0,JF15C,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,1,JF16H,122,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,0,JF16J,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,0,JF16K,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,0,JF16L,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,1,JF16CD,19,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,1,JF16EF,31,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,1,JF16G,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,1,JF16A,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF19,1,JF19BD,63,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF19,1,JF19A,0,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF18,0,JF18A,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,JF16,0,JF16M,NA,NA,,,,40s,5-15,NA,Fog,No Precip
2008-08-02 14:23:00,Withrow/Yano/London,Other,0,Other,NA,NA,,235,0,40s,5-15,NA,Fog,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF15,1,JF15A,1,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF15,1,JF15B,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF15,0,JF15C,NA,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16H,57,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16J,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16K,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16L,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16CD,3,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16EF,2,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16G,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,1,JF16A,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF19,1,JF19BD,19,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF19,1,JF19A,0,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF18,0,JF18A,NA,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,JF16,0,JF16M,NA,NA,,,,60s,5-15,NA,Clear,No Precip
2008-07-25 14:47:00,Withrow/Yano,Other,0,Other,NA,NA,,82,0,60s,5-15,NA,Clear,No Precip
